"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"302071999335907329","302071689183907840","626703","","","2013-02-14 15:09:11 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","@gentry Awesome, thanks! I complain because I care :) FWIW I still think there is value in traditional reverse-chronological sorting as well"
"302071302175469570","","624947324","","","2013-02-14 15:06:25 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","@mailbox Ex: archived a new message and then later archived lots of old mail. New message now buried by old mail. Doesn?t show up in search."
"302069234295504897","302068403353550848","624947324","","","2013-02-14 14:58:12 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","@mailbox Respectfully, I think that?s a bad assumption to make. Especially since your search doesn?t seem to work across the whole archive."
"302068044946092032","","624947324","","","2013-02-14 14:53:28 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","@mailbox Expected that my inbox and archive are not actually sorted by date?"
"301927915413716992","301902212416819200","2006261","","","2013-02-14 05:36:39 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@maccman Welcome! Good to have you."
"301924855622823938","301823145994747905","2006261","","","2013-02-14 05:24:29 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@maccman UIView. Provide message strings but let your users display them."
"301798955409362945","301798805467172865","7344012","","","2013-02-13 21:04:12 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@TJLuoma Sure thing. Thanks for bearing with us."
"301751065320226816","","652193","","","2013-02-13 17:53:54 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","@parislemon Not @mailbox?s fault but sucks that push notifications don?t include any body text. Anyway, will try to write up something later"
"301741377774030848","301741116062064641","652193","","","2013-02-13 17:15:25 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","@parislemon @mailbox Hopefully, I?m looking forward to using it more and shoring up some of these thoughts."
"301739788925554688","301739321399050241","624947324","","","2013-02-13 17:09:06 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","@mailbox @parislemon Don?t see any value in differentiating b/w mail you haven?t acted on yet and mail you may not even realize you have?"
"301738329651683329","301737483689926657","652193","","","2013-02-13 17:03:18 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","@parislemon @mailbox Possibly. I?m OK with deemphasizing read state but not being able to quickly know how many new messages I have is tough"
"301728160435818496","","652193","","","2013-02-13 16:22:53 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","@parislemon Just got @mailbox, planning to write up some thoughts later but the first thing I?m disappointed by is no unread count badge."
"301569203763281920","301513308383625216","14675388","","","2013-02-13 05:51:15 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@codingjester Flask yo"
"301562933291401216","301413727138357249","16448517","","","2013-02-13 05:26:20 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@jcb I?m 8K away. More excited to stop compulsively checking the counter than I am to actually use it."
"301439166527455233","","","","","2013-02-12 21:14:32 +0000","<a href=""http://www.tumblr.com/"" rel=""nofollow"">Tumblr</a>","Photo:  http://t.co/lG5aH6Ka","http://tmblr.co/Z32aPyd-pLND"
