"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"230157374881673216","","","","","2012-07-31 04:26:08 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","Still nothing better than Xmarks for keeping bookmarks in sync between Chrome and Safari?"
"230119066579394562","","","229093087526395905","16448517","2012-07-31 01:53:55 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @jcb: Cool Olympics tweets everyone"
"229998804642979840","229989944725237760","16448517","","","2012-07-30 17:56:02 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@jcb Well then we need to show tags on the default mobile theme."
"229985111955869696","229968723019173889","16448517","","","2012-07-30 17:01:38 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@jcb What about adding metadata? Tag each post with the name so we can use the API for data analysis."
"229047434549014529","","636923","","","2012-07-28 02:55:38 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@siracusa Re: bookmarks and Reading List not seeming like ""sharing"", I believe the icon is actually referred to as ""actions"" in the iOS SDK."
"228493221968363520","","","","","2012-07-26 14:13:23 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","OMG Objective-C object literals are the best things ever."
"228284319855153152","228251312570134528","138293290","","","2012-07-26 00:23:17 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@arishahdadi Wait am I on this team?"
"228141948828016642","","158117892","","","2012-07-25 14:57:33 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@testflightapp Is there going to be a fix for this SDK bug anytime soon? http://t.co/fnwEjnnE","http://stackoverflow.com/questions/10149811/why-does-nsurlconnection-fail-to-reach-the-backend"
"228120697367572481","","","","","2012-07-25 13:33:07 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","Really looking forward to reading this. ?@siracusa: My review of OS X 10.8 Mountain Lion: http://t.co/VzMOBZtQ?","http://arstechnica.com/apple/2012/07/os-x-10-8/"
"228107223715442688","","","","","2012-07-25 12:39:34 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","Happy Mountain Lion day!"
