"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"285935234560712704","","","285928799374286850","1000262514","2013-01-01 02:27:26 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","RT @SeinfeldToday: George, Jerry, and Kramer compete to see who can go the longest at a meal without checking their phone."
"285882454227693568","285874294779703297","5838102","","","2012-12-31 22:57:43 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@haseman Feel better dude :("
"285868018960060416","285864069729251330","18713","","","2012-12-31 22:00:21 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@al3x Sorry to hear Alex :("
"285857362189881344","285856742905098240","14922441","","","2012-12-31 21:18:00 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@mattbertolini Thanks! I have a shelf full of paperback novels plus a few non-fiction books I plan to read on iPads. Now to find some time?"
"285845391780487169","","","285843902743838720","8660162","2012-12-31 20:30:26 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","RT @dombutchello: I work with two people on the Forbes 30 under 30 list every day. How fucking cool is that?"
"285841170922364928","285840384792354816","302909320","","","2012-12-31 20:13:40 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","@alexmccollister Added it to the (admittedly long) list. Thanks!"
"285838685000314882","285838513335828480","302909320","","","2012-12-31 20:03:47 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","@alexmccollister Not only have I not read it, I have neither heard of it nor the author!"
"285838382733602817","","","285838353667067905","21393","2012-12-31 20:02:35 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","RT @RachelFersh: @irace You read more books than I built apps, fwiw."
"285835348976734208","285835146186346496","21393","","","2012-12-31 19:50:32 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","@RachelFersh I think the Steve Jobs bio and this (http://t.co/OAP4jQ6o) were my only two in 2012. Shameful.","http://www.amazon.com/Restful-Web-Services-Leonard-Richardson/dp/0596529260"
"285832574465626112","","","","","2012-12-31 19:39:30 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","Disappointed with how few books I read in 2012. Planning to change this next year (both programming books as well as fiction)."
"285800407656194048","","","","","2012-12-31 17:31:41 +0000","<a href=""http://www.tumblr.com/"" rel=""nofollow"">Tumblr</a>","FAA still has no proof that electronic devices harm a plane?s avionics - david: In September, a passenger... http://t.co/MNCZRDez","http://tmblr.co/Z32aPyadQTXW"
"285777613346201600","285771637096345600","130914103","","","2012-12-31 16:01:07 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@hamburger Keep using Last.fm solely as a record of what I?ve listened to. Wish Facebook logged iTunes plays/had better data aggregation."
"285565024603348993","285078002377830401","42559115","","","2012-12-31 01:56:22 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@joshm Interesting read! Part of the reason I love Tumblr is that I think the different usage patterns and verticals are extremely varied."
"285538791605800961","","","","","2012-12-31 00:12:07 +0000","<a href=""http://www.tumblr.com/"" rel=""nofollow"">Tumblr</a>","""In a dark sea of unreadable terms of service, Tumblr?s version rises to the surface as a life raft for..."" http://t.co/Pbpzwars","http://tmblr.co/Z32aPyaZwG9p"
"285438075172167681","285437840114999296","666043","","","2012-12-30 17:31:54 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@danielpunkass Awesome, looking forward to trying this."
"285437325897527296","285436585326047232","666043","","","2012-12-30 17:28:56 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@danielpunkass Have you tried having Jenkins run Xcode unit test targets? Definitely something I?d like to try with Tumblr?s Obj-C codebase."
"285419348468850689","285365226617065472","320539038","","","2012-12-30 16:17:30 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@paulsanwald Let?s change that in 2013"
"285198896446189569","285161466649264129","821193","","","2012-12-30 01:41:30 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@slashfilm Seasons 1-2 are fantastic, 3 was significantly worse, stopped watching afterwards."
"285077475346743296","","42559115","","","2012-12-29 17:39:01 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@joshm Can?t respond to DM since you?re not following me but thanks for sharing, looking forward to reading it later!"
"285037659934576642","284934377085992960","104245499","","","2012-12-29 15:00:48 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@littlecalculist Second cousin."
